FID,Route_Name,Route_Numb,Route_Dire,On_Street,At_Street,X,Y
608,Central 3,0.000000000000000, ,Plymouth,Tourangeau,-82.967993007100006,42.295447394299998
609,Central 3,0.000000000000000, ,Plymouth,Grand Marais,-82.970486604100003,42.295592771400003
610,Central 3,0.000000000000000, ,Mannheim,Deziel,-82.970095839999999,42.281210410100002
611,Central 3,0.000000000000000, ,St Etienne,Kautex,-82.971759052300001,42.279424908499998
612,Central 3,0.000000000000000, ,Kautex,Deziel,-82.974997114100006,42.281878787099998
613,Central 3,0.000000000000000, ,Deziel,Mannheim,-82.972524768599996,42.282329683100002
614,Central 3,0.000000000000000, ,Deziel,Central,-82.968815681699994,42.282180127600000
615,Central 3,0.000000000000000, ,Rhodes,Electricity,-82.963846859599997,42.283498316600003
616,Central 3,0.000000000000000, ,Rhodes,Jamieson,-82.960803711699995,42.284255727199998
617,Central 3,0.000000000000000, ,Rhodes,Enwin,-82.957221486999998,42.285233673599997
618,Central 3,0.000000000000000, ,Rhodes,Pillette,-82.955364938700001,42.286512988500000
619,Central 3,0.000000000000000, ,Rhodes,Fuller Construction,-82.946648967200005,42.288580898399999
620,Central 3,0.000000000000000, ,North Service,Jefferson,-82.941835700100000,42.293290640599999
621,Central 3,0.000000000000000, ,North Service,Clemenceau,-82.941933577300006,42.290539627900003
622,Central 3,0.000000000000000, ,North Service,Rail Tracks,-82.946699352300001,42.289672897000003
623,Central 3,0.000000000000000, ,North Service,Pillette,-82.954609226599999,42.288199030999998
624,Central 3,0.000000000000000, ,Transit Centre,Front Entrance,-82.967709698199997,42.286013963700000
625,Central 3,0.000000000000000, ,North Service,Central,-82.971593577099995,42.287612198200002
626,Central 3,0.000000000000000, ,Grand Marais,Allyson,-82.970834916200005,42.296767846800002
627,Central 3,0.000000000000000, ,Grand Marais,Tourangeau,-82.969084327000004,42.298945620399998
628,Central 3,0.000000000000000, ,Grand Marais,Bernard,-82.967833124099997,42.300458912200000
629,Central 3,0.000000000000000, ,Grand Marais,Pillette,-82.965483218200006,42.302361344700003
630,Central 3,0.000000000000000, ,Pillette,Adstoll,-82.965708951500005,42.303836966600002
631,Central 3,0.000000000000000, ,Pillette,Tecumseh,-82.967853919000007,42.307281856199999
632,Central 3,0.000000000000000, ,Pillette,Guy,-82.970193636700003,42.310915354099997
633,Central 3,0.000000000000000, ,Pillette,Milloy,-82.971439296800000,42.312839521599997
634,Central 3,0.000000000000000, ,Pillette,Alice,-82.972723277200004,42.314847203699998
635,Central 3,0.000000000000000, ,Pillette,Reginald,-82.974066333699994,42.316943236199997
636,Central 3,0.000000000000000, ,George,Seminole,-82.982243734099995,42.315850588899998
637,Central 3,0.000000000000000, ,George,Reginald,-82.981019719599999,42.313944519000003
638,Central 3,0.000000000000000, ,George,Alice,-82.979729049699998,42.311951377600003
639,Central 3,0.000000000000000, ,George,Milloy,-82.978447956200000,42.309944165200001
640,Central 3,0.000000000000000, ,Hickory,Tecumseh,-82.989673672899997,42.303726917100001
641,Central 3,0.000000000000000, ,Hickory,Milloy,-82.990858080699994,42.305574728700002
642,Central 3,0.000000000000000, ,Drouillard,Alice,-82.991489354699993,42.308175956600003
643,Central 3,0.000000000000000, ,Drouillard,Reginald,-82.992790047000000,42.310207364400000
644,Central 3,0.000000000000000, ,Drouillard,Seminole,-82.994424374800005,42.312736376200000
645,Central 3,0.000000000000000, ,Drouillard,Metcalfe,-82.995457175599995,42.314351999599999
646,Central 3,0.000000000000000, ,Drouillard,Franklin,-82.996688220899998,42.316268990499999
647,Central 3,0.000000000000000, ,Drouillard,Ontario,-82.998244224999993,42.318731508799999
648,Central 3,0.000000000000000, ,Richmond,Hickory,-82.999749662900001,42.319791993999999
649,Central 3,0.000000000000000, ,Richmond,St Luke,-83.002152142499995,42.318986167799999
650,Central 3,0.000000000000000, ,Richmond,Walker,-83.004223237399998,42.318377473100000
651,Central 3,0.000000000000000, ,Richmond,Monmouth,-83.006309924199996,42.317091454500002
652,Central 3,0.000000000000000, ,Richmond,Chilver,-83.009770307899998,42.315811963400002
653,Central 3,0.000000000000000, ,Richmond,Lincoln,-83.011506411900001,42.315187001399998
654,Central 3,0.000000000000000, ,Erie,Lincoln,-83.013008220600000,42.316381451200002
655,Central 3,0.000000000000000, ,Erie,Moy,-83.015032892899995,42.315690302299998
656,Central 3,0.000000000000000, ,Erie,Elsmere,-83.021344104999997,42.313443776200003
657,Central 3,0.000000000000000, ,Erie,Louis,-83.023809734200000,42.312560752000003
658,Central 3,0.000000000000000, ,Erie,Howard,-83.026397845600002,42.311667182999997
659,Central 3,0.000000000000000, ,Erie,McDougall,-83.029609139900003,42.310531947400001
660,Central 3,0.000000000000000, ,Erie,Goyeau,-83.031474648499994,42.309873125400003
661,Central 3,0.000000000000000, ,Erie,Ouellette,-83.033421650500003,42.309183569100000
662,Central 3,0.000000000000000, ,Crawford,Elliott,-83.046231206399995,42.309009768700001
663,Central 3,0.000000000000000, ,Crawford,College,-83.045105962099996,42.307230941900002
664,Central 3,0.000000000000000, ,Crawford,Erie,-83.044008822099997,42.305468615700001
665,Central 3,0.000000000000000, ,Crawford,Grove,-83.042290175299996,42.302719224199997
666,Central 3,0.000000000000000, ,Crawford,Tecumseh,-83.040118962199998,42.299398361300000
667,Central 3,0.000000000000000, ,Tecumseh,Crawford,-83.041422334700002,42.298264942599999
668,Central 3,0.000000000000000, ,Tecumseh,McKay,-83.045164660699996,42.296841839999999
669,Central 3,0.000000000000000, ,Tecumseh,Campbell,-83.048197635400001,42.295461439299999
670,Central 3,0.000000000000000, ,Tecumseh,Bridge,-83.050468038000005,42.294187768500002
671,Central 3,0.000000000000000, ,Tecumseh,Randolph,-83.053029981199998,42.292931317099999
672,Central 3,0.000000000000000, ,Tecumseh,California,-83.055337141300001,42.291819358100000
673,Central 3,0.000000000000000, ,Tecumseh,Northway,-83.058437946900000,42.290703055500003
674,Central 3,0.000000000000000, ,Tecumseh,Huron Church,-83.060611023099995,42.289863086899999
675,Central 3,0.000000000000000, ,Tecumseh,Felix,-83.062310598099998,42.289243382599999
676,Central 3 West,0.000000000000000, ,Crawford,Riverside,-83.051193590899999,42.316944361799997
677,Central 3 West,0.000000000000000, ,Crawford,University,-83.049565426200004,42.314462734700001
678,Central 3 West,0.000000000000000, ,Crawford,University,-83.049709328999995,42.314974678100000
679,Central 3 West,0.000000000000000, ,Crawford,Riverside,-83.051068557700006,42.317090166800000
680,Ottawa 4,0.000000000000000, ,Transit Terminal,Chatham,-83.043454872699996,42.317699568800002
681,Ottawa 4,0.000000000000000, ,Giles,Ouellette,-83.030587062999999,42.305447217000001
682,Ottawa 4,0.000000000000000, ,Giles,Goyeau,-83.029019783400003,42.306110304699999
683,Ottawa 4,0.000000000000000, ,Giles,McDougall,-83.026459785800000,42.307173464100003
684,Ottawa 4,0.000000000000000, ,Giles,Howard,-83.024156691900004,42.308134722299997
685,Ottawa 4,0.000000000000000, ,Giles,Marentette,-83.020328547999995,42.309534882400001
686,Ottawa 4,0.000000000000000, ,Giles,Parent,-83.018629009700007,42.310125908499998
687,Ottawa 4,0.000000000000000, ,Ottawa,Parent,-83.016610297800000,42.308261951200002
688,Ottawa 4,0.000000000000000, ,Ottawa,Pierre,-83.012998913600001,42.309561450600000
689,Ottawa 4,0.000000000000000, ,Ottawa,Moy,-83.011238295900000,42.310184694900002
690,Ottawa 4,0.000000000000000, ,Ottawa,Gladstone,-83.009817773899996,42.310698924999997
691,Ottawa 4,0.000000000000000, ,Ottawa,Lincoln,-83.008762978799993,42.311059730700002
692,Ottawa 4,0.000000000000000, ,Ottawa,Kildare,-83.005940904599996,42.312056863800002
693,Ottawa 4,0.000000000000000, ,Ottawa,Walker,-83.002374892700004,42.313314044999998
694,Ottawa 4,0.000000000000000, ,Seminole,Walker,-82.998905529499993,42.310619750100003
695,Ottawa 4,0.000000000000000, ,Seminole,Albert,-82.996119556799997,42.311588266699999
696,Ottawa 4,0.000000000000000, ,Seminole,Drouillard,-82.993677783300001,42.312319172599999
697,Ottawa 4,0.000000000000000, ,Seminole,Chandler,-82.990727751199998,42.313085346400001
698,Ottawa 4,0.000000000000000, ,Seminole,Central,-82.986601751500004,42.314552763199998
699,Ottawa 4,0.000000000000000, ,Seminole,Westcott,-82.984524535600002,42.315289171099998
700,Central 3,0.000000000000000, ,Seminole,George,-82.981883301699995,42.316225340000003
701,Central 3,0.000000000000000, ,Seminole,Rossini,-82.980135589000000,42.316834820600000
702,Central 3,0.000000000000000, ,Seminole,Francois,-82.977573882499996,42.317736646800000
703,Ottawa 4,0.000000000000000, ,Pillette,Seminole,-82.975367334599994,42.318983784899999
704,Ottawa 4,0.000000000000000, ,Pillette,Metcalfe,-82.976416623399999,42.320605337600000
705,Ottawa 4,0.000000000000000, ,Pillette,South National,-82.977094669200000,42.321637378200002
706,Ottawa 4,0.000000000000000, ,Pillette,Ontario,-82.978861972000004,42.324394896800001
707,Ottawa 4,0.000000000000000, ,Pillette,Wyandotte,-82.980009714700003,42.326164918099998
708,Ottawa 4,0.000000000000000, ,Jefferson,Ontario,-82.962796737500000,42.327615082000001
709,Ottawa 4,0.000000000000000, ,Jefferson,Raymond,-82.961415119199998,42.325412042700002
710,Ottawa 4,0.000000000000000, ,Jefferson,Edgar,-82.960220445000004,42.323536661399999
711,Ottawa 4,0.000000000000000, ,South National,Jefferson,-82.958217281299994,42.319634009799998
712,Ottawa 4,0.000000000000000, ,South National,Balfour,-82.960693800900003,42.319898675300003
713,Ottawa 4,0.000000000000000, ,South National,Ferndale,-82.964315429600006,42.320256048600001
714,Ottawa 4,0.000000000000000, ,South National,Ford,-82.967700261600001,42.320596913300001
715,Ottawa 4,0.000000000000000, ,Ford,Reginald,-82.966842525399997,42.318428493500001
716,Ottawa 4,0.000000000000000, ,Ford,Lassaline,-82.965011263099996,42.315545930299997
717,Ottawa 4,0.000000000000000, ,Ford,Coronation,-82.963318029299998,42.312877426900002
718,Ottawa 4,0.000000000000000, ,Ford,Empress,-82.961789862399996,42.310449738599999
719,Ottawa 4,0.000000000000000, ,Rivard,Joinville,-82.954820628299998,42.303303413400002
720,Ottawa 4,0.000000000000000, ,Rivard,Haig,-82.954232150300001,42.300886188000000
721,Ottawa 4,0.000000000000000, ,Rivard,Grand,-82.952830303699997,42.298140087500002
722,Ottawa 4,0.000000000000000, ,Rivard,Ambassador Church,-82.953576545499999,42.294619062700001
723,Ottawa 4,0.000000000000000, ,Rivard,Queen Elizabeth,-82.952626609299998,42.293134070900003
724,Ottawa 4,0.000000000000000, ,Queen Elizabeth,Clarence,-82.950406724399997,42.293727019400002
725,Ottawa 4,0.000000000000000, ,Queen Elizabeth,Harmony,-82.947894328000004,42.294314596699998
726,Ottawa 4,0.000000000000000, ,Queen Elizabeth,Clemenceau,-82.945569150500006,42.295108900800003
727,Ottawa 4,0.000000000000000, ,Clemenceau,Roosevelt,-82.946700762399999,42.297771143600002
728,Ottawa 4,0.000000000000000, ,Clemenceau,Grand,-82.948119475200002,42.299978671300003
729,Ottawa 4,0.000000000000000, ,Clemenceau,Haig,-82.949354637200003,42.301951165100000
730,Ottawa 4,0.000000000000000, ,Clemenceau,Joinville,-82.950767536100003,42.304191828400000
731,Ottawa 4,0.000000000000000, ,Lauzon,Yolanda,-82.931309159899996,42.313138297000002
732,Ottawa 4,0.000000000000000, ,Lauzon,Hawthorne,-82.929840221199996,42.310874448100002
733,Ottawa 4,0.000000000000000, ,Hawthorne,Sycamore,-82.931780860999993,42.309812845200000
734,Ottawa 4,0.000000000000000, ,Meadowbrook,Hawthorne,-82.933667696900002,42.308652013500001
735,Ottawa 4,0.000000000000000, ,Meadowbrook,Parkside Estates,-82.932398132100005,42.306637859299997
736,Ottawa 4,0.000000000000000, ,Meadowbrook,Optimist Park,-82.930971313900002,42.304784703400003
737,Ottawa 4,0.000000000000000, ,Meadowbrook,Essex Way,-82.930100740499995,42.302764008499999
738,Ottawa 4,0.000000000000000, ,Essex Way,Meadowbrook,-82.930058491200001,42.301652169599997
739,Ottawa 4,0.000000000000000, ,Cantelon,Kew,-82.936101669099997,42.302797808599998
740,Ottawa 4,0.000000000000000, ,Cantelon,Lauzon,-82.933161355899998,42.303805039399997
741,Ottawa 4,0.000000000000000, ,Forest Glade,Lauzon Pkwy,-82.926481408300006,42.297593378300000
742,Ottawa 4,0.000000000000000, ,Forest Glade,Lauzon,-82.922074171299997,42.299904379200001
743,Ottawa 4,0.000000000000000, ,Beachdale,Chestnut,-82.920155444700001,42.306708300799997
744,Ottawa 4,0.000000000000000, ,Esplanade,Beachdale,-82.924044552500007,42.306335092300003
745,Ottawa 4,0.000000000000000, ,Esplanade,Ridge,-82.924697201900003,42.307702747699999
746,Ottawa 4,0.000000000000000, ,Esplanade,Lilac,-82.925680210600007,42.309230297900001
747,Ottawa 4,0.000000000000000, ,Lilac,Lauzon,-82.928073450599996,42.308730560299999
748,Ottawa 4,0.000000000000000, ,Lauzon,Hawthorne,-82.929300681000001,42.310334673699998
749,Ottawa 4,0.000000000000000, ,Lauzon,Yolanda,-82.930779396899993,42.312743640299999
750,Ottawa 4,0.000000000000000, ,Clemenceau,Rose,-82.951705541699994,42.305462837199997
751,Ottawa 4,0.000000000000000, ,Clemenceau,Joinville,-82.950552368999993,42.303636306599998
752,Ottawa 4,0.000000000000000, ,Clemenceau,Haig,-82.949401880200000,42.301805675300002
753,Ottawa 4,0.000000000000000, ,Clemenceau,Grand,-82.947993338299995,42.299504033399998
754,Ottawa 4,0.000000000000000, ,Clemenceau,Roosevelt,-82.946635225400001,42.297387213199997
755,Ottawa 4,0.000000000000000, ,Queen Elizabeth,Clemenceau,-82.945671939700006,42.295208163399998
756,Ottawa 4,0.000000000000000, ,Queen Elizabeth,Grandview,-82.947654999099996,42.294503752899999
757,Ottawa 4,0.000000000000000, ,Queen Elizabeth,Clarence,-82.950803339299995,42.293697561999998
758,Ottawa 4,0.000000000000000, ,Rivard,Queen Elizabeth,-82.952571981399998,42.293318933000002
759,Ottawa 4,0.000000000000000, ,Rivard,Library,-82.953553012000000,42.295465979900001
760,Ottawa 4,0.000000000000000, ,Rivard,Grand,-82.952671585199994,42.297688881399999
761,Ottawa 4,0.000000000000000, ,Rivard,Haig,-82.954016785299999,42.301259668999997
762,Ottawa 4,0.000000000000000, ,Rivard,Joinville,-82.954424882100000,42.302984370499999
763,Ottawa 4,0.000000000000000, ,Rivard,Rose,-82.955568545099993,42.304773193999999
764,Ottawa 4,0.000000000000000, ,Ford,Empress,-82.961892334400005,42.310859109200003
765,Ottawa 4,0.000000000000000, ,Ford,Coronation,-82.963075823799997,42.312735655200001
766,Ottawa 4,0.000000000000000, ,Ford,Lassaline,-82.965110801999998,42.315942077199999
767,Ottawa 4,0.000000000000000, ,Ford,Reginald,-82.966720623000001,42.318492090200003
768,Ottawa 4,0.000000000000000, ,South National,Ford,-82.967626840099996,42.320472593300003
769,Ottawa 4,0.000000000000000, ,South National,Ferndale,-82.963564658799996,42.320058456700004
770,Ottawa 4,0.000000000000000, ,South National,Balfour,-82.959918848300006,42.319685326799998
771,Ottawa 4,0.000000000000000, ,Jefferson,South National,-82.958149161799994,42.320524884500003
772,Ottawa 4,0.000000000000000, ,Jefferson,Edgar,-82.960349936499995,42.324019867099999
773,Ottawa 4,0.000000000000000, ,Jefferson,Raymond,-82.961556502999997,42.325937811300001
774,Ottawa 4,0.000000000000000, ,Jefferson,Ontario,-82.962894807900000,42.328063766200003
775,Ottawa 4,0.000000000000000, ,Pillette,Wyandotte,-82.979990109400006,42.325891352799999
776,Ottawa 4,0.000000000000000, ,Pillette,Ontario,-82.978643517199998,42.323828954400000
777,Ottawa 4,0.000000000000000, ,Pillette,South National,-82.977482219300001,42.322006381800001
778,Ottawa 4,0.000000000000000, ,Pillette,Metcalfe,-82.976496636799993,42.320431471799999
779,Central 3,0.000000000000000, ,Seminole,Pillette,-82.975761824599999,42.318532866600002
780,Central 3,0.000000000000000, ,Seminole,Ellrose,-82.977434045199999,42.317949325100003
781,Central 3,0.000000000000000, ,Seminole,Bernard,-82.979554845300001,42.317200898000003
782,Ottawa 4,0.000000000000000, ,Seminole,George,-82.982763525300001,42.316071211800001
783,Ottawa 4,0.000000000000000, ,Seminole,Central,-82.986455536199998,42.314773040500000
784,Ottawa 4,0.000000000000000, ,Seminole,Chandler,-82.990486309100007,42.313336165499997
785,Ottawa 4,0.000000000000000, ,Seminole,Drouillard,-82.994168287899996,42.312457493799997
786,Ottawa 4,0.000000000000000, ,Seminole,Albert,-82.996349743799996,42.311683663300002
787,Ottawa 4,0.000000000000000, ,Seminole,Walker,-82.998971931400007,42.310778832499999
788,Ottawa 4,0.000000000000000, ,Ottawa,Monmouth,-83.002743754600004,42.313371320400002
789,Ottawa 4,0.000000000000000, ,Ottawa,Kildare,-83.006106804200002,42.312178610399997
790,Ottawa 4,0.000000000000000, ,Ottawa,Lincoln,-83.009355710899996,42.311002349699997
791,Ottawa 4,0.000000000000000, ,Ottawa,Gladstone,-83.010381275200004,42.310637200700000
792,Ottawa 4,0.000000000000000, ,Ottawa,Hall,-83.012540394300004,42.309863973900001
793,Ottawa 4,0.000000000000000, ,Ottawa,Benjamin,-83.014825258599998,42.309068021100003
794,Ottawa 4,0.000000000000000, ,Parent,Ottawa,-83.017129933600003,42.308464305100003
795,Ottawa 4,0.000000000000000, ,Giles,Elsmere,-83.019496715299994,42.310090988799999
796,Ottawa 4,0.000000000000000, ,Giles,Louis,-83.021904022599998,42.309233196100003
797,Ottawa 4,0.000000000000000, ,Giles,Howard,-83.024173842799996,42.308395730900003
798,Ottawa 4,0.000000000000000, ,Giles,McDougall,-83.026966890200001,42.307233754199999
799,Ottawa 4,0.000000000000000, ,Giles,Windsor,-83.028549536599996,42.306562032199999
800,Ottawa 4,0.000000000000000, ,Giles,Ouellette,-83.031028034200006,42.305508562599996
801,Ottawa 4,0.000000000000000, ,Walker,Ontario,-83.003145672399995,42.315923526399999
802,Ottawa 4,0.000000000000000, ,Walker,Ontario,-83.003140634600001,42.315603680700001
803,Dominion 5,0.000000000000000, ,Transit Terminal,Chatham,-83.043474147400005,42.317791386899998
804,Central 3 West,0.000000000000000, ,Riverside,Caron,-83.048518518300000,42.317764085299999
805,Dominion 5,0.000000000000000, ,Riverside,Oak,-83.052786533100004,42.317063039200001
806,Dominion 5,0.000000000000000, ,Riverside,McKay,-83.057545238000003,42.315696260199999
807,Dominion 5,0.000000000000000, ,Campbell,Riverside,-83.060630648300005,42.314273352900003
808,Dominion 5,0.000000000000000, ,Campbell,University,-83.059111201099995,42.311875853300002
809,Dominion 5,0.000000000000000, ,Campbell,Wyandotte,-83.055957659300006,42.306963476299998
810,Dominion 5,0.000000000000000, ,Campbell,Rooney,-83.054289457600007,42.304307791399999
811,Dominion 5,0.000000000000000, ,Campbell,College,-83.053640676499995,42.303347920800000
812,Dominion 5,0.000000000000000, ,Campbell,Adanac,-83.052206170900007,42.301102721699998
813,Dominion 5,0.000000000000000, ,Campbell,Grove,-83.051247800100001,42.299606398599998
814,Dominion 5,0.000000000000000, ,Campbell,Taylor,-83.050563102300003,42.298041336099999
815,Dominion 5,0.000000000000000, ,Campbell,Pelletier,-83.049903087800004,42.297028888800000
816,Dominion 5,0.000000000000000, ,Campbell,Tecumseh,-83.048092821599994,42.295022303400003
817,Dominion 5,0.000000000000000, ,Campbell,Everts,-83.045009841699994,42.293593736699997
818,Dominion 5,0.000000000000000, ,Campbell,Curry,-83.042944510500007,42.292618404400002
819,Dominion 5,0.000000000000000, ,Dominion,Totten,-83.040648740699993,42.291285523500001
820,Dominion 5,0.000000000000000, ,Dominion,Arcadia,-83.038728583500003,42.288363103199998
821,Dominion 5,0.000000000000000, ,Dominion,McKay,-83.037276639500007,42.286113941000004
822,Dominion 5,0.000000000000000, ,Dominion,Ojibway,-83.034437187199998,42.281634155699997
823,Dominion 5,0.000000000000000, ,Dominion,Holy Names Access,-83.032852386299993,42.279215732499999
824,Dominion 5,0.000000000000000, ,Dominion,Northwood,-83.031674167700004,42.277272039300001
825,Dominion 5,0.000000000000000, ,Dominion,EC Row,-83.029220216599995,42.273392405499997
826,Dominion 5,0.000000000000000, ,Dominion,Labelle,-83.027563671500005,42.270882886700001
827,Dominion 5,0.000000000000000, ,Dominion,Grand Marais,-83.025843316299998,42.268163698000002
828,Dominion 5,0.000000000000000, ,Dominion,Norfolk,-83.023217794499999,42.264537215099999
829,Dominion 5,0.000000000000000, ,Dominion,Richardie,-83.020950516699997,42.261216641899999
830,Dominion 5,0.000000000000000, ,Dominion,Beals,-83.019657656199996,42.259256203299998
831,Dominion 5,0.000000000000000, ,Dominion,Roselawn,-83.018263672100005,42.257074549599999
832,Dominion 5,0.000000000000000, ,Dominion,Cabana,-83.017432829800001,42.254884497200003
833,Dominion 5,0.000000000000000, ,Mount Royal,Cabana,-83.016163766999995,42.252910880599998
834,Dominion 5,0.000000000000000, ,Mount Royal,Villa Maria N,-83.014745463599994,42.250664108999999
835,Dominion 5,0.000000000000000, ,Mount Royal,Villa Maria S,-83.013207359399999,42.248219843699999
836,Dominion 5,0.000000000000000, ,Mount Royal,Mitchell,-83.011241728700000,42.245105772000002
837,Dominion 5,0.000000000000000, ,Mount Royal,Cousineau,-83.010048865399995,42.243184327100003
838,Dominion 5,0.000000000000000, ,Cousineau,Highway 3,-83.014550129599996,42.241905891000002
839,Dominion 5,0.000000000000000, ,St Clair,Front Entrance,-83.017845853899999,42.246102079600000
840,Dominion 5,0.000000000000000, ,Geraedts,St Clair Residence,-83.021160481899997,42.248595599799998
841,Dominion 5,0.000000000000000, ,Glenwood,Cabana,-83.022180890800001,42.254239334700003
842,Dominion 5,0.000000000000000, ,Beals,Roxborough,-83.025513523399994,42.257636929299998
843,Dominion 5,0.000000000000000, ,Beals,Rankin,-83.027687233199998,42.256881041200003
844,Dominion 5,0.000000000000000, ,Rankin,Liberty,-83.029122099999995,42.258878335299997
845,Dominion 5,0.000000000000000, ,Norfolk,Rankin,-83.031741009499996,42.261887801999997
846,Dominion 5,0.000000000000000, ,Norfolk,California,-83.034536273200004,42.260906367499999
847,Dominion 5,0.000000000000000, ,Grand Marais,California,-83.037381726899994,42.263639745399999
848,Dominion 5,0.000000000000000, ,Grand Marais,Northway,-83.039669760400002,42.262836430500002
849,Dominion 5,0.000000000000000, ,Labelle,Northway,-83.041524645300001,42.266292801100001
850,Dominion 5,0.000000000000000, ,Labelle,California,-83.038553713400006,42.267186836800001
851,Dominion 5,0.000000000000000, ,Labelle,St Patricks,-83.036881747999999,42.267803818399997
852,Dominion 5,0.000000000000000, ,Labelle,Orion,-83.033621421700005,42.268955568700001
853,Dominion 5,0.000000000000000, ,Labelle,Everts,-83.030074150900006,42.270198593300002
854,Dominion 5,0.000000000000000, ,Labelle,Dominion,-83.027877902900002,42.270992390899998
855,Dominion 5,0.000000000000000, ,Dominion,EC Row,-83.029933808500004,42.274968996600002
856,Dominion 5,0.000000000000000, ,Dominion,Northwood,-83.031538144799995,42.277426606299997
857,Dominion 5,0.000000000000000, ,Dominion,Holy Names Access,-83.032649155200005,42.279161322400000
858,Dominion 5,0.000000000000000, ,Dominion,Ojibway,-83.034460948299994,42.281976028199999
859,Dominion 5,0.000000000000000, ,Dominion,McKay,-83.036676901199996,42.285416888999997
860,Dominion 5,0.000000000000000, ,Dominion,Arcadia,-83.038640204999993,42.288469398200000
861,Dominion 5,0.000000000000000, ,Campbell,Totten,-83.041523293200001,42.292109656699999
862,Dominion 5,0.000000000000000, ,Campbell,Curry,-83.043648951899996,42.293105719600000
863,Dominion 5,0.000000000000000, ,Campbell,Tecumseh,-83.048843832599999,42.295657861700001
864,Dominion 5,0.000000000000000, ,Campbell,Pelletier,-83.049732991300004,42.297028534399999
865,Dominion 5,0.000000000000000, ,Campbell,Taylor,-83.050443557799994,42.298276781100000
866,Dominion 5,0.000000000000000, ,Campbell,Grove,-83.051160931200002,42.299751448899997
867,Dominion 5,0.000000000000000, ,Campbell,Adanac,-83.052189864300004,42.301358114599999
868,Dominion 5,0.000000000000000, ,Campbell,College,-83.053597152500004,42.303575724600002
869,Dominion 5,0.000000000000000, ,Campbell,Rooney,-83.054559879199999,42.305064060500001
870,Dominion 5,0.000000000000000, ,Campbell,Wyandotte,-83.055897326299998,42.307164081700002
871,Dominion 5,0.000000000000000, ,Campbell,University,-83.059034982699998,42.312020601900002
872,Dominion 5,0.000000000000000, ,Campbell,Riverside,-83.060559153200003,42.314393674500003
873,Dominion 5,0.000000000000000, ,Riverside,McKay,-83.056971190400006,42.315719074599997
874,Dominion 5,0.000000000000000, ,Riverside,Oak,-83.052244579299995,42.317049843299998
875,Dougall 6,0.000000000000000, ,Transit Terminal,Chatham,-83.043391107500000,42.317609496599999
876,Dougall 6,0.000000000000000, ,Janette,Park,-83.045217146599995,42.314428696199997
877,Dougall 6,0.000000000000000, ,Janette,Wyandotte,-83.043374337900005,42.311550444399998
878,Dougall 6,0.000000000000000, ,Erie,Church,-83.037886878799995,42.307469630299998
879,Dougall 6,0.000000000000000, ,Dougall,Pine,-83.035276017800001,42.305986222999998
880,Dougall 6,0.000000000000000, ,Dougall,Giles,-83.034053186099996,42.304098800699997
881,Dougall 6,0.000000000000000, ,Dougall,Montrose,-83.033255218600004,42.302859360500001
882,Dougall 6,0.000000000000000, ,Dougall,Ellis,-83.032049913999998,42.300999963300001
883,Dougall 6,0.000000000000000, ,Dougall,Shepherd,-83.030978257300006,42.299330238600000
884,Dougall 6,0.000000000000000, ,Dougall,Hanna,-83.029325739599997,42.296755871199998
885,Dougall 6,0.000000000000000, ,Dougall,Tecumseh,-83.028553706899999,42.295551817300002
886,Dougall 6,0.000000000000000, ,Dougall,Wear,-83.027379561100005,42.293752027499998
887,Dougall 6,0.000000000000000, ,Dougall,Jackson,-83.026239954199994,42.291952241200001
888,Dougall 6,0.000000000000000, ,Dougall,Windsor Sportsmen,-83.024769730399996,42.289609736599999
889,Dougall 6,0.000000000000000, ,Dougall,Dorwin Plaza,-83.023739669999998,42.287971365300002
890,Dougall 6,0.000000000000000, ,Dougall,Dougall Plaza,-83.022895057100001,42.286691344600001
891,Dougall 6,0.000000000000000, ,Eugenie,Pelissier,-83.020416423599997,42.285605942200000
892,Dougall 6,0.000000000000000, ,Dougall,South Cameron,-83.017143635899998,42.277657610699997
893,Dougall 6,0.000000000000000, ,Dougall,West Grand,-83.014107953999996,42.273017819400003
894,Dougall 6,0.000000000000000, ,Dougall,Nottingham,-83.012396410899996,42.270331432699997
895,Dougall 6,0.000000000000000, ,Dougall,Norfolk,-83.011022244000003,42.268176685299998
896,Dougall 6,0.000000000000000, ,Dougall,Liberty,-83.009917117399993,42.266455250800000
897,Dougall 6,0.000000000000000, ,Dougall,Beals,-83.007869159099997,42.263307576800003
898,Dougall 6,0.000000000000000, ,Dougall,Medina,-83.006635833499999,42.261331792599997
899,Dougall 6,0.000000000000000, ,Dougall,Granada,-83.005690364100005,42.259934181100000
900,Dougall 6,0.000000000000000, ,Cabana,Dougall,-83.002362839300005,42.257391157100002
901,Dougall 6,0.000000000000000, ,Cabana,Huntington,-82.999960355900001,42.257862044800000
902,Dougall 6,0.000000000000000, ,Cabana,Howard,-82.995896074499996,42.258467392100002
903,Dougall 6,0.000000000000000, ,Howard,Morand,-82.995854834599996,42.256350090600002
904,Dougall 6,0.000000000000000, ,Howard,Ducharme,-82.995921212200003,42.255262392299997
905,Dougall 6,0.000000000000000, ,Howard,Wallace,-82.996095799700001,42.252661314800001
906,Dougall 6,0.000000000000000, ,Howard,Neal,-82.996514332100006,42.245954351599998
907,Dougall 6,0.000000000000000, ,Country Club,Tournament,-82.997873914699994,42.240864950000002
