the_geom,stop_code,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,Source
POINT (-83.13043999999996 42.38976000000008),DVDEEB,4184,7122,DAVISON & DEXTER,W Davison & Dexter Ave,42.38976,-83.13044,DDOT GTFS
POINT (-83.13094099999995 42.389868000000035),DVDEWB,4185,7123,DAVISON & DEXTER,W Davison & Dexter Ave,42.389868,-83.130941,DDOT GTFS
POINT (-83.10519499999998 42.40132700000004),HMGRNB,4186,7124,HAMILTON & GRAND,Hamilton Ave & W Grand,42.401327,-83.105195,DDOT GTFS
POINT (-83.10446399999995 42.399815000000046),HMDASB,4187,7125,HAMILTON & DAVISON,Hamilton Ave & Davison Fwy,42.399815,-83.104464,DDOT GTFS
POINT (-83.10456099999999 42.40047700000008),HMDANB,4188,7126,HAMILTON & DAVISON,Hamilton Ave & Davison Fwy,42.400477,-83.104561,DDOT GTFS
POINT (-83.10347499999995 42.39878600000003),HMTYNB,4189,7128,HAMILTON & TYLER,Hamilton Ave & Tyler St,42.398786,-83.103475,DDOT GTFS
POINT (-83.10690399999999 42.403770000000065),HMMANB,4190,7129,HAMILTON & MANCHESTER,Hamilton Ave & Manchester St,42.40377,-83.106904,DDOT GTFS
POINT (-83.10598899999997 42.40199000000007),HMPASB,4191,7130,HAMILTON & PASADENA,Hamilton Ave & Pasadena St,42.40199,-83.105989,DDOT GTFS
POINT (-83.10615899999993 42.40280400000006),HMFONB,4192,7131,HAMILTON & FORD,Hamilton Ave & Ford St,42.402804,-83.106159,DDOT GTFS
POINT (-83.10715999999996 42.40407400000004),MKHAWB,4193,7132,MANCHESTER & HAMILTON,Manchester St & Hamilton Ave,42.404074,-83.10716,DDOT GTFS
POINT (-83.10673399999996 42.40306300000003),HMLASB,4194,7133,HAMILTON & LABELLE,Hamilton Ave & La Belle Ave,42.403063,-83.106734,DDOT GTFS
POINT (-83.10385799999995 42.40508300000005),MH3REB,4195,7135,MANCHESTER & 3RD,Manchester St & 3rd Ave,42.405083,-83.103858,DDOT GTFS
POINT (-83.23559499999999 42.339383000000055),EVWHSB,4196,7137,EVERGREEN & WHITLOCK,Evergreen Ave & Whitlock Ave,42.339383,-83.235595,DDOT GTFS
POINT (-83.23532699999998 42.33961500000004),EVWHNB,4197,7138,EVERGREEN & WHITLOCK,Evergreen Ave & Whitlock St,42.339615,-83.235327,DDOT GTFS
POINT (-83.23581699999994 42.34310300000004),WREVWB,4198,7140,Warren & Evergreen,W Warren Ave & Evergreen Ave,42.343103,-83.235817,DDOT GTFS
POINT (-83.23526699999996 42.342907000000025),WREVEB,4199,7141,Warren & Evergreen,W Warren Ave & Evergreen Ave,42.342907,-83.235267,DDOT GTFS
POINT (-83.23589199999998 42.34665400000006),EVSASB,4200,7143,EVERGREEN & SAWYER,Evergreen Ave & Sawyer St,42.346654,-83.235892,DDOT GTFS
POINT (-83.23562399999997 42.34690400000005),EVSANB,4201,7144,EVERGREEN & SAWYER,Evergreen Ave & Sawyer Ave,42.346904,-83.235624,DDOT GTFS
POINT (-83.23572399999995 42.350517000000025),EVTINB,4202,7145,EVERGREEN & TIREMAN,Evergreen Ave & Tireman St,42.350517,-83.235724,DDOT GTFS
POINT (-83.23561299999994 42.35016900000005),TIEVEB,4203,7146,TIREMAN & EVERGREEN,Tireman St & Evergreen Ave,42.350169,-83.235613,DDOT GTFS
POINT (-83.23599199999995 42.35015100000004),EVTISB,4204,7147,EVERGREEN & TIREMAN,Evergreen Ave & Tireman St,42.350151,-83.235992,DDOT GTFS
POINT (-83.23610399999995 42.35386200000005),EVCOSB,4205,7148,EVERGREEN & CONSTANCE,Evergreen Ave & Constance St,42.353862,-83.236104,DDOT GTFS
POINT (-83.23582299999998 42.354122000000075),EVCONB,4206,7149,EVERGREEN & CONSTANCE,Evergreen Ave & Constance St,42.354122,-83.235823,DDOT GTFS
POINT (-83.23630399999996 42.36090100000007),EVCASB,4207,7150,EVERGREEN & CATHEDRAL,Evergreen Ave & Cathedral St,42.360901,-83.236304,DDOT GTFS
POINT (-83.23637299999996 42.37646300000006),EVCANB,4208,7151,Evergreen & CApitol,,42.376463,-83.236373,DDOT GTFS
POINT (-83.23639199999997 42.36696500000005),EVORSB,4209,7152,EVERGREEN & ORANGELAWN,Evergreen Ave & Orangelawn Ave,42.366965,-83.236392,DDOT GTFS
POINT (-83.23611299999999 42.36959400000006),EVELNB,4210,7153,EVERGREEN & ELMIRA,Evergreen Ave & Elmira St,42.369594,-83.236113,DDOT GTFS
POINT (-83.23640699999999 42.37177600000007),EVPLSB,4211,7154,EVERGREEN & PLYMOUTH,Evergreen Ave & Plymouth Rd,42.371776,-83.236407,DDOT GTFS
POINT (-83.23612599999996 42.37202700000006),EVPLNB,4212,7156,EVERGREEN & PLYMOUTH,Evergreen Ave & Plymouth Rd,42.372027,-83.236126,DDOT GTFS
POINT (-83.23675199999997 42.376051000000075),EVCASB,4213,7158,Evergreen & Capitol,Evergreen Ave & Capitol St,42.376051,-83.236752,DDOT GTFS
POINT (-83.23642199999995 42.37644500000005),EVCANB,4214,7159,EVERGREEN & CAPITOL,Evergreen Ave & Capitol Ave,42.376445,-83.236422,DDOT GTFS
POINT (-83.23730799999998 42.38648900000004),STEVWB,4215,7162,SCHOOLCRAFT & EVERGREEN,Schoolcraft & Evergreen Rd,42.386489,-83.237308,DDOT GTFS
POINT (-83.23747999999995 42.38834900000006),EVKESB,4216,7165,EVERGREEN & KENDALL,Evergreen Rd & Kendall St,42.388349,-83.23748,DDOT GTFS
POINT (-83.24893699999996 42.443066000000044),BU8MNB,5591,10282,BURT RD & 8 MILE,,42.443066,-83.248937,DDOT GTFS
POINT (-83.23722499999997 42.391095000000064),EVACNB,4217,7166,EVERGREEN & ACACIA,Evergreen Rd & Acacia Ave,42.391095,-83.237225,DDOT GTFS
POINT (-83.23731199999997 42.39325900000006),EVLYSB,4218,7167,EVERGREEN & LYNDON,Evergreen Rd & Lyndon Ave,42.393259,-83.237312,DDOT GTFS
POINT (-83.23701899999998 42.39354600000007),EVLYNB,4219,7168,EVERGREEN & LYNDON,Evergreen Rd & Lyndon Ave,42.393546,-83.237019,DDOT GTFS
POINT (-83.23791299999993 42.39761500000003),EVOUSB,4220,7169,EVERGREEN & OUTER DRIVE,Evergreen Rd & W Outer Dr,42.397615,-83.237913,DDOT GTFS
POINT (-83.23761999999994 42.39809800000006),EVOUNB,4221,7170,EVERGREEN & OUTER DRIVE,Evergreen Rd & W Outer Dr,42.398098,-83.23762,DDOT GTFS
POINT (-83.23813699999994 42.40389400000004),EVMISB,4222,7171,EVERGREEN & MIDLAND,Evergreen Rd & Midland Ave,42.403894,-83.238137,DDOT GTFS
POINT (-83.23780699999998 42.404413000000034),EVMINB,4223,7172,EVERGREEN & MIDLAND,Evergreen Rd & Midland Ave,42.404413,-83.237807,DDOT GTFS
POINT (-83.23829999999998 42.411362000000054),EVVESB,4224,7173,EVERGREEN & VERNE,Evergreen Rd & Verne Ave,42.411362,-83.2383,DDOT GTFS
POINT (-83.23801899999995 42.411568000000045),EVVENB,4225,7174,EVERGREEN & VERNE,Evergreen Rd & Verne St,42.411568,-83.238019,DDOT GTFS
POINT (-83.23860999999994 42.41888400000005),EVSASB,4226,7175,EVERGREEN & SANTA CLARA,Evergreen Rd & Santa Clara Ave,42.418884,-83.23861,DDOT GTFS
POINT (-83.23831699999994 42.41908100000006),EVSANB,4227,7176,EVERGREEN & SANTA CLARA,Evergreen Rd & Santa Clara Ave,42.419081,-83.238317,DDOT GTFS
POINT (-83.23868499999998 42.42138900000003),EVGLSB,4228,7177,EVERGREEN & GLENCO,Evergreen Rd & Glenco St,42.421389,-83.238685,DDOT GTFS
POINT (-83.23841699999997 42.42231900000007),EVCUNB,4229,7178,EVERGREEN & CURTIS,Evergreen Rd & Curtis Ave,42.422319,-83.238417,DDOT GTFS
POINT (-83.23879699999998 42.424161000000026),EVPISB,4230,7179,EVERGREEN & PICKFORD,Evergreen Rd & Pickford St,42.424161,-83.238797,DDOT GTFS
POINT (-83.23852799999997 42.42442100000005),EVPINB,4231,7181,EVERGREEN & PICKFORD,Evergreen Rd & Pickford St,42.424421,-83.238528,DDOT GTFS
POINT (-83.22802499999995 42.31873500000006),LTOWEB,4232,7184,LONE OAK & TOWN CENTER DRIVE,Lone Oak Dr,42.318735,-83.228025,DDOT GTFS
POINT (-83.24059299999999 42.34313800000007),WRFIWB,4233,7188,WARREN & FIELDING,Warren Ave & Fielding St,42.343138,-83.240593,DDOT GTFS
POINT (-83.24017799999996 42.34292300000004),WRGAEB,4234,7189,WARREN & GARLING,Warren Ave & Garling Dr,42.342923,-83.240178,DDOT GTFS
POINT (-83.23824799999994 42.34313800000007),WRHEWB,4235,7190,WARREN & HEYDEN,Warren Ave & Heyden St,42.343138,-83.238248,DDOT GTFS
POINT (-83.23780799999997 42.34290600000003),WRHEEB,4236,7191,WARREN & HEYDEN,W Warren Ave & Heyden St,42.342906,-83.237808,DDOT GTFS
POINT (-83.23281199999997 42.34297000000004),WRAUEB,4237,7192,WARREN & AUBURN,W Warren Ave & Auburn St,42.34297,-83.232812,DDOT GTFS
POINT (-83.23328899999996 42.343229000000065),WRAUWB,4238,7193,WARREN & AUBURN,W Warren Ave & Auburn Ave,42.343229,-83.233289,DDOT GTFS
POINT (-83.23060099999998 42.34300600000006),WRWEEB,4239,7194,WARREN & WESTWOOD,W Warren Ave & Westwood Ave,42.343006,-83.230601,DDOT GTFS
POINT (-83.23108999999994 42.34323900000004),WRWEWB,4240,7195,WARREN & WESTWOOD,W Warren Ave & Westwood Ave,42.343239,-83.23109,DDOT GTFS
POINT (-83.24454899999995 42.35753500000004),JYPIWB,4241,7198,JOY RD & PIERSON,Joy Rd & Pierson St,42.357535,-83.244549,DDOT GTFS
POINT (-83.24313099999995 42.357357000000036),JYBREB,4242,7199,JOY RD & BRAILE,Joy Rd & Braile St,42.357357,-83.243131,DDOT GTFS
POINT (-83.24226399999998 42.35753600000004),JYPAWB,4243,7200,JOY RD & PATTON,Joy Rd & Patton St,42.357536,-83.242264,DDOT GTFS
POINT (-83.24072399999994 42.35729500000008),JYFIEB,4244,7201,JOY RD & FIELDING,Joy Rd & Fielding St,42.357295,-83.240724,DDOT GTFS
POINT (-83.23989399999994 42.35761700000006),JYSTWB,4245,7202,JOY RD & STOUT,Joy Rd & Stout St,42.357617,-83.239894,DDOT GTFS
POINT (-83.24565299999995 42.364779000000055),BTCHWB,4246,7203,BURT RD & CHICAGO,Burt Rd & W Chicago St,42.364779,-83.245653,DDOT GTFS
POINT (-83.24557999999996 42.36436800000007),CGBUEB,4247,7204,CHICAGO & BURT ROAD,W Chicago St & Burt Rd,42.364368,-83.24558,DDOT GTFS
POINT (-83.24333099999996 42.36436900000007),CGBREB,4248,7206,CHICAGO & BRAILE,W Chicago St & Braile St,42.364369,-83.243331,DDOT GTFS
POINT (-83.24250099999995 42.36463700000007),CGPAWB,4249,7207,CHICAGO & PATTON,W Chicago St & Patton St,42.364637,-83.242501,DDOT GTFS
POINT (-83.24099799999999 42.364423000000045),CGFIEB,4250,7208,CHICAGO & FIELDING,W Chicago St & Fielding St,42.364423,-83.240998,DDOT GTFS
POINT (-83.23998399999994 42.364629000000036),CGSTWB,4251,7209,CHICAGO & STOUT,W Chicago St & Stout St,42.364629,-83.239984,DDOT GTFS
POINT (-83.23846399999996 42.357376000000045),JYHEEB,4252,7210,JOY RD & HEYDEN,Joy Rd & Heyden St,42.357376,-83.238464,DDOT GTFS
POINT (-83.23628999999994 42.35763600000007),JYEVWB,4253,7211,JOY RD & EVERGREEN,Joy Rd & Evergreen Ave,42.357636,-83.23629,DDOT GTFS
POINT (-83.23589799999996 42.357368000000065),JYEVEB,4254,7214,Joy Rd & Evergreen,Joy Rd & Evergreen Ave,42.357368,-83.235898,DDOT GTFS
POINT (-83.23374799999993 42.357718000000034),JYAUWB,4255,7215,JOY RD & AUBURN,Joy Rd & Auburn Ave,42.357718,-83.233748,DDOT GTFS
POINT (-83.23218399999996 42.35746800000004),JYMIEB,4256,7216,JOY RD & MINOCK,Joy Rd & Minock Ave,42.357468,-83.232184,DDOT GTFS
POINT (-83.23148799999996 42.357736000000045),JYWEWB,4257,7217,JOY RD & WESTWOOD,Joy Rd & Westwood St,42.357736,-83.231488,DDOT GTFS
POINT (-83.23852899999997 42.364388000000076),CGHEEB,4258,7218,CHICAGO & HEYDEN,W Chicago St & Heyden St,42.364388,-83.238529,DDOT GTFS
POINT (-83.23596299999997 42.36441600000006),CGEVEB,4259,7220,CHICAGO & EVERGREEN,W Chicago Rd & Evergreen Ave,42.364416,-83.235963,DDOT GTFS
POINT (-83.23631799999998 42.36436200000003),EVCHSB,4260,7221,EVERGREEN & CHICAGO,Evergreen Ave & W Chicago St,42.364362,-83.236318,DDOT GTFS
POINT (-83.23632999999995 42.36465700000008),CGEVWB,4261,7222,CHICAGO & EVERGREEN,W Chicago St & Evergreen Ave,42.364657,-83.23633,DDOT GTFS
POINT (-83.23602499999998 42.36462100000006),EVCHNB,4262,7223,EVERGREEN & CHICAGO,Evergreen Ave & W Chicago Rd,42.364621,-83.236025,DDOT GTFS
POINT (-83.23520599999995 42.36480100000006),CGPLWB,4263,7224,CHICAGO & PLAINVIEW,W Chicago Rd & Plainview Ave,42.364801,-83.235206,DDOT GTFS
POINT (-83.23338499999994 42.364569000000074),CGAUEB,4264,7225,CHICAGO & AUBURN,W Chicago St & Auburn Ave,42.364569,-83.233385,DDOT GTFS
POINT (-83.23267699999997 42.36483700000008),CGMIWB,4265,7226,CHICAGO & MINOCK,W Chicago St & Minock Ave,42.364837,-83.232677,DDOT GTFS
POINT (-83.23131999999998 42.36466800000005),CGWEEB,4266,7227,CHICAGO & WESTWOOD,W Chicago St & Westwood Ave,42.364668,-83.23132,DDOT GTFS
POINT (-83.24223999999998 42.41467000000006),MCSTEB,4267,7228,MC NICHOLS & STOUT,W Mcnichols Rd & Stout St,42.41467,-83.24224,DDOT GTFS
POINT (-83.24031999999994 42.41498400000006),MCHEWB,4268,7229,MC NICHOLS & HEYDEN,W Mcnichols Rd & Heyden St,42.414984,-83.24032,DDOT GTFS
POINT (-83.23883999999998 42.41482300000007),MCEVEB,4269,7230,MC NICHOLS & EVERGREEN,W Mcnichols Rd & Evergreen Rd,42.414823,-83.23884,DDOT GTFS
POINT (-83.23839999999996 42.414761000000055),EVMCSB,4270,7231,EVERGREEN & MC NICHOLS,Evergreen Rd & W Mcnichols Rd,42.414761,-83.2384,DDOT GTFS
POINT (-83.23859599999997 42.41498400000006),MCEVWB,4271,7232,MC NICHOLS & EVERGREEN ROAD,W Mcnichols Rd & Evergreen Rd,42.414984,-83.238596,DDOT GTFS
POINT (-83.23813099999995 42.41511900000006),EVMCNB,4272,7233,EVERGREEN & MC NICHOLS,Evergreen Rd & W Mcnichols Rd,42.415119,-83.238131,DDOT GTFS
POINT (-83.23573499999998 42.41496700000005),MCWEEB,4273,7234,MC NICHOLS & WEST MORELAND,W Mcnichols Rd & Westmoreland Rd,42.414967,-83.235735,DDOT GTFS
POINT (-83.23652999999996 42.41518200000007),MCWEWB,4274,7235,MC NICHOLS & WEST MORELAND,W Mcnichols Rd & Westmoreland Rd,42.415182,-83.23653,DDOT GTFS
POINT (-83.23475599999995 42.41518200000007),MCEDWB,4275,7236,MC NICHOLS & EDINBOROUGH,W Mcnichols Rd & Edinborough Rd,42.415182,-83.234756,DDOT GTFS
POINT (-83.23153999999994 42.41506700000008),MCWEEB,4276,7237,MCNICHOLS & WEST OUTER DRIVE,W Mcnichols Rd & W Outer Dr,42.415067,-83.23154,DDOT GTFS
POINT (-83.23918099999997 42.432971000000066),EVVASB,4277,7248,EVERGREEN & VASSAR,Evergreen Rd & Vassar Ave,42.432971,-83.239181,DDOT GTFS
POINT (-83.23891199999997 42.43321300000008),EVVANB,4278,7251,EVERGREEN & VASSAR,Evergreen Rd & Vassar Ave,42.433213,-83.238912,DDOT GTFS
POINT (-83.23889599999995 42.42683600000004),EVCLSB,4279,7252,EVERGREEN & CLARITA,Evergreen Rd & Clarita St,42.426836,-83.238896,DDOT GTFS
POINT (-83.23912199999995 42.43596800000006),EVPESB,4280,7258,EVERGREEN & PEMBROKE,Evergreen Rd & Pembroke Ave,42.435968,-83.239122,DDOT GTFS
POINT (-83.23892699999999 42.43681800000007),EVPENB,4281,7259,EVERGREEN & PEMBROKE,Evergreen Rd & Pembroke Ave,42.436818,-83.238927,DDOT GTFS
POINT (-83.23929599999997 42.44019000000003),EVTRSB,4282,7260,EVERGREEN & TROJAN,Evergreen Rd & Trojan Ave,42.44019,-83.239296,DDOT GTFS
POINT (-83.23901399999994 42.440154000000064),EVTRNB,4283,7261,EVERGREEN & TROJAN,Evergreen Rd & Trojan Ave,42.440154,-83.239014,DDOT GTFS
POINT (-83.22812199999998 42.34307000000007),WRPIEB,4284,7270,WARREN & PIEDMONT,W Warren Ave & Piedmont Ave,42.34307,-83.228122,DDOT GTFS
POINT (-83.22862299999997 42.343338000000074),WRPIWB,4285,7271,WARREN & PIEDMONT,W Warren Ave & Piedmont Ave,42.343338,-83.228623,DDOT GTFS
POINT (-83.22988699999996 42.35746800000004),JYGREB,4286,7272,JOY RD & GRANDVILLE,Joy Rd & Grandville Ave,42.357468,-83.229887,DDOT GTFS
POINT (-83.22912999999994 42.35773700000004),JYPIWB,4287,7273,JOY RD & PIEDMONT,Joy Rd & Piedmont St,42.357737,-83.22913,DDOT GTFS
POINT (-83.22749299999998 42.35746900000004),JYWAEB,4288,7274,JOY RD & WARWICK,Joy Rd & Warwick Ave,42.357469,-83.227493,DDOT GTFS
POINT (-83.23048999999997 42.36493600000006),CGGRWB,4289,7275,CHICAGO & GRANDVILLE,W Chicago St & Grandville Ave,42.364936,-83.23049,DDOT GTFS
POINT (-83.22882799999996 42.36466800000005),CGPIEB,4290,7276,CHICAGO & PIEDMONT,W Chicago St & Piedmont St,42.364668,-83.228828,DDOT GTFS
POINT (-83.22806999999995 42.364937000000054),CGWAWB,4291,7277,CHICAGO & WARWICK,W Chicago St & Warwick St,42.364937,-83.22807,DDOT GTFS
POINT (-83.23075799999998 42.41528200000005),MCSHWB,4292,7278,MC NICHOLS & SHAFTSBURY,W Mcnichols Rd & Shaftsbury Ave,42.415282,-83.230758,DDOT GTFS
POINT (-83.21429699999999 42.45640300000008),9MRUEB,4293,7282,9 MILE & RUTLAND,Rutland & John C Lodge Expy,42.456403,-83.214297,DDOT GTFS
POINT (-83.07024299999995 42.401065000000074),NECONB,4294,7285,NAGEL & COMMOR,Nagel St & Commor St,42.401065,-83.070243,DDOT GTFS
POINT (-83.07186999999999 42.40061000000003),DECOSB,4295,7286,DEQUINDRE & COMMOR,Dequindre St & Commor St,42.40061,-83.07187,DDOT GTFS
POINT (-83.06844399999994 42.395777000000066),DEDYSB,4296,7287,DEQUINDRE & DYAR,Chrysler Expy & Caniff Ave,42.395777,-83.068444,DDOT GTFS
POINT (-83.06680899999998 42.39404900000005),DEEVNB,4297,7288,DEQUINDRE & EVALINE,Dequindre St & Evaline St,42.394049,-83.066809,DDOT GTFS
POINT (-83.07286899999997 42.402517000000046),DECHSB,4298,7289,DEQUINDRE & CHRYSLER FREEWAY,Dequindre St & Carpenter Ave,42.402517,-83.072869,DDOT GTFS
POINT (-83.06702599999994 42.39554300000003),DEBENB,4299,7291,DEQUINDRE & BELMONT,Dequindre St & Belmont St,42.395543,-83.067026,DDOT GTFS
POINT (-83.07090699999998 42.39931300000006),DEWOSB,4300,7292,DEQUINDRE & WOODLAND,Dequindre St & Woodland St,42.399313,-83.070907,DDOT GTFS
POINT (-83.06913399999996 42.39907800000003),NECANB,4301,7293,NAGEL & CASMERE,Nagel St & Casmere St,42.399078,-83.069134,DDOT GTFS
POINT (-83.05204799999996 42.356228000000044),CYCASB,4302,7295,CHRYSLER FREEWAY & CANFIELD,Chrysler Dr & Canfield St E,42.356228,-83.052048,DDOT GTFS
POINT (-83.05524699999995 42.36890500000004),RSHENB,4303,7297,RUSSELL & HENDRIE,Russell St & Hendrie Ave,42.368905,-83.055247,DDOT GTFS
POINT (-83.05536999999998 42.36865500000005),RSHESB,4304,7298,RUSSELL & HENDRIE,Russell St & Hendrie Ave,42.368655,-83.05537,DDOT GTFS
POINT (-83.05368899999996 42.366032000000075),RSFESB,4305,7299,RUSSELL & FERRY,Russell St & E Ferry St,42.366032,-83.053689,DDOT GTFS
POINT (-83.05350499999997 42.36635400000006),RSFENB,4306,7300,RUSSELL & FERRY,Russell St & E Ferry St,42.366354,-83.053505,DDOT GTFS
POINT (-83.04399299999994 42.351980000000026),RSELNB,4307,7301,RUSSELL & ELIOT,Russell St & Eliot St,42.35198,-83.043993,DDOT GTFS
POINT (-83.04331299999996 42.350423000000035),RSERSB,4308,7303,RUSSELL & ERSKINE,Russell St & Erskine St,42.350423,-83.043313,DDOT GTFS
POINT (-83.04051099999998 42.34664500000008),RSADNB,4309,7304,RUSSELL & ADELAIDE,Russell St & Adelaide St,42.346645,-83.040511,DDOT GTFS
POINT (-83.04130199999997 42.34809500000006),RSALNB,4310,7305,RUSSELL & ALFRED,Russell St & Alfred St,42.348095,-83.041302,DDOT GTFS
POINT (-83.04149799999999 42.34784500000006),RSALSB,4311,7306,RUSSELL & ALFRED,,42.347845,-83.041498,DDOT GTFS
POINT (-83.03925799999996 42.34450600000008),RSFISB,4312,7309,RUSSELL & FISHER FREEWAY,Russell St & E Montcalm St,42.344506,-83.039258,DDOT GTFS
POINT (-83.04001199999999 42.34593800000005),RSWINB,4313,7310,RUSSELL & WINDER,Russell St & Winder St,42.345938,-83.040012,DDOT GTFS
POINT (-83.04887799999995 42.35863900000004),RSGASB,4314,7314,RUSSELL & GARFIELD,Russell St & Garfield Ave,42.358639,-83.048878,DDOT GTFS
POINT (-83.04837899999995 42.35795000000007),CIRUWB,4315,7315,CANFIELD & RUSSELL,E Canfield St & Russell St,42.35795,-83.048379,DDOT GTFS
POINT (-83.04803599999997 42.358084000000076),RSCANB,4316,7316,RUSSELL & CANFIELD,Russell St & Canfield St E,42.358084,-83.048036,DDOT GTFS
POINT (-83.05808599999995 42.37297700000005),RSTRSB,4317,7317,RUSSELL & TROMBLY,Russell St & Trombly St,42.372977,-83.058086,DDOT GTFS
POINT (-83.05694099999994 42.371357000000046),RSPINB,4318,7319,RUSSELL & PIQUETTE,Russell St & Piquette St,42.371357,-83.056941,DDOT GTFS
POINT (-83.05713699999995 42.37108000000006),RSPISB,4319,7320,RUSSELL & PIQUETTE,Russell St & Piquette St,42.37108,-83.057137,DDOT GTFS
POINT (-83.07016299999998 42.39120900000006),DEPOSB,4320,7321,DEQUINDRE & POLAND,Chrysler Dr & Poland St,42.391209,-83.070163,DDOT GTFS
POINT (-83.06555299999997 42.392063000000064),DEPONB,4321,7322,DEQUINDRE & POLAND,Dequindre St & Poland St,42.392063,-83.065553,DDOT GTFS
POINT (-83.06046299999997 42.38872100000003),SUFANB,4322,7323,ST AUBIN & FABER,Saint Aubin St & Faber Ave,42.388721,-83.060463,DDOT GTFS
POINT (-83.06058599999994 42.388337000000035),SUFASB,4323,7324,ST AUBIN & FABER,Saint Aubin St & Faber Ave,42.388337,-83.060586,DDOT GTFS
POINT (-83.06139999999994 42.39095800000007),LUHOSB,4324,7325,LUMPKIN & HOLBROOK,Lumpkin Ave & Holbrook St,42.390958,-83.0614,DDOT GTFS
POINT (-83.06286199999994 42.39297200000004),POLUNB,4325,7326,POLAND & LUMPKIN,Poland St & Lumpkin St,42.392972,-83.062862,DDOT GTFS
POINT (-83.06143499999996 42.39158400000008),LUBENB,4326,7328,LUMPKIN & BERNARD,,42.391584,-83.061435,DDOT GTFS
POINT (-83.07788099999993 42.40988200000004),DVDEWB,4327,7329,DAVISON & DEQUINDRE,Dequindre Ave,42.409882,-83.077881,DDOT GTFS
POINT (-83.07703799999996 42.40948800000007),DVDEEB,4328,7333,DAVISON & DEQUINDRE,E Davison St & Dequindre Ave,42.409488,-83.077038,DDOT GTFS
POINT (-83.07601399999999 42.40775200000007),DELANB,4329,7334,DEQUINDRE & LAWLEY,Dequindre St & Lawley St,42.407752,-83.076014,DDOT GTFS
POINT (-83.07985699999995 42.41269300000005),DEVISB,4330,7337,DEQUINDRE & VICTOR,Dequindre St & Victor St,42.412693,-83.079857,DDOT GTFS
POINT (-83.07952699999998 42.41269200000005),DEVINB,4331,7338,DEQUINDRE & VICTOR,Dequindre St & Victor St,42.412692,-83.079527,DDOT GTFS
POINT (-83.08067299999999 42.41488500000003),DEMONB,4332,7339,DEQUINDRE & MODERN,Dequindre St & Modern Ave,42.414885,-83.080673,DDOT GTFS
POINT (-83.08121099999994 42.41499300000004),DEMOSB,4333,7340,DEQUINDRE & MODERN,Dequindre St & Modern St,42.414993,-83.081211,DDOT GTFS
POINT (-83.07305999999994 42.40512800000005),DEBUNB,4334,7341,DEQUINDRE & BURNSIDE,Dequindre St & Burnside St,42.405128,-83.07306,DDOT GTFS
POINT (-83.07326799999998 42.40495000000004),DEBUSB,4335,7342,DEQUINDRE & BURNSIDE,Dequindre St & Burnside St,42.40495,-83.073268,DDOT GTFS
POINT (-83.07225499999998 42.403831000000025),DECANB,4336,7343,DEQUINDRE & CARPENTER,Dequindre St & Carpenter Ave,42.403831,-83.072255,DDOT GTFS
POINT (-83.07458599999995 42.40646300000003),DEMESB,4337,7344,DEQUINDRE & MEADE,Dequindre St & Meade St,42.406463,-83.074586,DDOT GTFS
POINT (-83.07412099999993 42.406400000000076),DEMCNB,4338,7345,DEQUINDRE & MC LEAN,Dequindre St & Mclean St,42.4064,-83.074121,DDOT GTFS
POINT (-83.08196199999998 42.418938000000026),DEMCNB,4339,7346,DEQUINDRE & MC NICHOLS,Dequindre St & E Mcnichols Rd,42.418938,-83.081962,DDOT GTFS
POINT (-83.08246399999996 42.41885800000006),MCDEWB,4340,7347,MC NICHOLS & DEQUINDRE,,42.418858,-83.082464,DDOT GTFS
POINT (-83.08182799999997 42.418544000000054),MCDEEB,4341,7348,MC NICHOLS & DEQUINDRE,E Mcnichols Rd & Dequindre St,42.418544,-83.081828,DDOT GTFS
POINT (-83.08221999999995 42.41859800000003),DEMCSB,4342,7349,DEQUINDRE & MC NICHOLS,Dequindre St & E Mcnichols Rd,42.418598,-83.08222,DDOT GTFS
POINT (-83.08211899999998 42.42048500000004),DESTNB,4343,7350,DEQUINDRE & STENDER,Dequindre St & Stender St,42.420485,-83.082119,DDOT GTFS
POINT (-83.08248499999996 42.420521000000065),DESTSB,4344,7351,DEQUINDRE & STENDER,Dequindre St & Stender St,42.420521,-83.082485,DDOT GTFS
POINT (-83.08249699999999 42.42105800000007),DEMASB,4345,7352,DEQUINDRE & MADEIRA,Dequindre St & Madeira St,42.421058,-83.082497,DDOT GTFS
POINT (-83.08222399999994 42.42356200000006),DEMINB,4346,7353,DEQUINDRE & MINNESOTA,Dequindre St & Minnesota St,42.423562,-83.082224,DDOT GTFS
POINT (-83.08258999999998 42.42354500000005),DEMISB,4347,7354,DEQUINDRE & MINNESOTA,Dequindre St & Minnesota St,42.423545,-83.08259,DDOT GTFS
POINT (-83.08021399999996 42.42567100000008),NELUEB,4348,7355,NEVADA & LUMPKIN,E Nevada St & Lumpkin St,42.425671,-83.080214,DDOT GTFS
POINT (-83.08061799999996 42.42591300000004),NELUWB,4349,7356,NEVADA & LUMPKIN,E Nevada St & Lumpkin St,42.425913,-83.080618,DDOT GTFS
POINT (-83.07802499999997 42.42576800000006),NEGOEB,4350,7357,NEVADA & GODDARD,E Nevada St & Goddard St,42.425768,-83.078025,DDOT GTFS
POINT (-83.07799999999997 42.42603600000007),NEGOWB,4351,7358,NEVADA & GODDARD,E Nevada St & Goddard St,42.426036,-83.078,DDOT GTFS
