the_geom,stop_code,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,Source
POINT (-83.13899199999997 42.36647400000004),LVCHSB,1489,2721,LIVERNOIS & CHICAGO,Livernois Ave & W Chicago,42.366474,-83.138992,DDOT GTFS
POINT (-83.13862499999999 42.36691200000007),LVJENB,1490,2722,LIVERNOIS & JEFFERIES FWY,Livernois Ave & I- 96,42.366912,-83.138625,DDOT GTFS
POINT (-83.13918499999994 42.36888900000008),GRLIWB,1491,2726,GRAND RIVER & LIVERNOIS,Grand River Ave & Livernois Ave,42.368889,-83.139185,DDOT GTFS
POINT (-83.13926999999995 42.36985500000003),LVBASB,1492,2727,LIVERNOIS & BARR,Livernois Ave & Barr St,42.369855,-83.13927,DDOT GTFS
POINT (-83.13892599999997 42.37141100000008),LVCONB,1493,2728,LIVERNOIS & COLLINGWOOD,Livernois Ave & Collingwood St,42.371411,-83.138926,DDOT GTFS
POINT (-83.13929199999995 42.37222500000007),LVSTSB,1494,2730,LIVERNOIS & STEARNS,Livernois Ave & Stearns St,42.372225,-83.139292,DDOT GTFS
POINT (-83.13929099999996 42.37417500000004),LVWESB,1495,2731,LIVERNOIS & WEBB,Livernois Ave & Webb St,42.374175,-83.139291,DDOT GTFS
POINT (-83.13892399999997 42.374407000000076),LVWENB,1496,2732,LIVERNOIS & WEBB,Livernois Ave & Webb St,42.374407,-83.138924,DDOT GTFS
POINT (-83.13921599999998 42.37589200000008),LVELSB,1497,2733,LIVERNOIS & ELMHURST,Livernois Ave & Elmhurst St,42.375892,-83.139216,DDOT GTFS
POINT (-83.13895899999994 42.37642900000003),LVELNB,1498,2734,LIVERNOIS & ELMHURST,Livernois Ave & Elmhurst St,42.376429,-83.138959,DDOT GTFS
POINT (-83.13942299999997 42.37625000000003),EHLIWB,1499,2735,ELMHURST & LIVERNOIS,Elmhurst St & Livernois Ave,42.37625,-83.139423,DDOT GTFS
POINT (-83.13921599999998 42.37595500000003),EHLIEB,1500,2736,ELMHURST & LIVERNOIS,Elmhurst St & Livernois Ave,42.375955,-83.139216,DDOT GTFS
POINT (-83.13948199999999 42.37864700000006),LVCOSB,1501,2737,LIVERNOIS & CORTLAND,Livernois Ave & Cortland St,42.378647,-83.139482,DDOT GTFS
POINT (-83.13922499999995 42.37946100000005),LVCONB,1502,2738,LIVERNOIS & CORTLAND,Livernois Ave & Cortland St,42.379461,-83.139225,DDOT GTFS
POINT (-83.13932199999994 42.38101700000004),LVFUNB,1503,2739,LIVERNOIS & FULLERTON,Livernois Ave & Fullerton St,42.381017,-83.139322,DDOT GTFS
POINT (-83.13963999999999 42.380490000000066),LVFUSB,1504,2740,LIVERNOIS & FULLERTON,Livernois Ave & Fullerton St,42.38049,-83.13964,DDOT GTFS
POINT (-83.13941799999998 42.383012000000065),LVGLNB,1505,2741,LIVERNOIS & GLENDALE,Livernois Ave & Glendale Ave,42.383012,-83.139418,DDOT GTFS
POINT (-83.13970999999998 42.38374500000003),LVBUSB,1506,2742,LIVERNOIS & BUENA VISTA,Livernois Ave & Buena Vista St,42.383745,-83.13971,DDOT GTFS
POINT (-83.13964699999997 42.38615100000004),LVDVNB,1507,2743,LIVERNOIS & DAVISON - NEAR,Livernois Ave & W Davison Ave,42.386151,-83.139647,DDOT GTFS
POINT (-83.13993999999997 42.38633900000008),LVDASB,1508,2745,LIVERNOIS & DAVISON,Livernois Ave & W Davison,42.386339,-83.13994,DDOT GTFS
POINT (-83.13962199999997 42.386813000000075),LVDANB,1509,2746,LIVERNOIS & DAVISON - FAR,Livernois Ave & W Davison,42.386813,-83.139622,DDOT GTFS
POINT (-83.13998799999996 42.38801200000006),LVGRSB,1510,2747,LIVERNOIS & GRAND,Livernois Ave & Grand Ave,42.388012,-83.139988,DDOT GTFS
POINT (-83.13961999999998 42.38943400000005),LVPANB,1511,2748,LIVERNOIS & PASADENA,Livernois Ave & Pasadena St,42.389434,-83.13962,DDOT GTFS
POINT (-83.13991299999998 42.38970200000006),LVOASB,1512,2749,LIVERNOIS & OAKMAN,Livernois Ave & Oakman Blvd,42.389702,-83.139913,DDOT GTFS
POINT (-83.13987399999996 42.39335100000005),LVDONB,1513,2750,LIVERNOIS & DORIS,Livernois Ave & Doris Ave,42.393351,-83.139874,DDOT GTFS
POINT (-83.14023999999995 42.39349400000003),LVINSB,1514,2751,LIVERNOIS & INTERVALE,Livernois Ave & Intervale St,42.393494,-83.14024,DDOT GTFS
POINT (-83.14022699999998 42.39513100000005),LVLYSB,1515,2752,LIVERNOIS & LYNDON,Livernois Ave & Lyndon St,42.395131,-83.140227,DDOT GTFS
POINT (-83.13993299999998 42.39562300000006),LVLYNB,1516,2753,LIVERNOIS & LYNDON,Livernois Ave & Lyndon St,42.395623,-83.139933,DDOT GTFS
POINT (-83.14018799999997 42.39790400000004),LVEASB,1517,2754,LIVERNOIS & EATON,Livernois Ave & Eaton Ave,42.397904,-83.140188,DDOT GTFS
POINT (-83.13981999999999 42.398968000000025),LVBONB,1518,2755,LIVERNOIS & BOURKE,Livernois Ave & Bourke St,42.398968,-83.13982,DDOT GTFS
POINT (-83.14018599999997 42.40028300000006),LVCHSB,1519,2756,LIVERNOIS & CHALFONTE,Livernois Ave & Chalfonte Ave,42.400283,-83.140186,DDOT GTFS
POINT (-83.13981899999999 42.400614000000076),LVCHNB,1520,2757,LIVERNOIS & CHALFONTE,Livernois Ave & Chalfonte Ave,42.400614,-83.139819,DDOT GTFS
POINT (-83.12839699999995 42.342152000000056),LVWASB,1521,2758,LIVERNOIS & WAGNER,Livernois Ave & Wagner St,42.342152,-83.128397,DDOT GTFS
POINT (-83.12833599999999 42.34258100000005),LVWANB,1522,2759,LIVERNOIS & WAGNER,Livernois Ave & Wagner St,42.342581,-83.128336,DDOT GTFS
POINT (-83.12551799999994 42.33876900000007),LVHANB,1523,2760,LIVERNOIS & HANSON,Livernois Ave & Hanson St,42.338769,-83.125518,DDOT GTFS
POINT (-83.12618899999995 42.33923500000003),LVDESB,1524,2761,LIVERNOIS & DEVEREAUX,Livernois Ave & Devereaux St,42.339235,-83.126189,DDOT GTFS
POINT (-83.13147199999997 42.34591800000004),LVBESB,1525,2762,LIVERNOIS & BEECHTON,Livernois Ave & Beechton St,42.345918,-83.131472,DDOT GTFS
POINT (-83.13142199999999 42.346374000000026),LVBENB,1526,2763,LIVERNOIS & BEECHTON,Livernois Ave & Beechton St,42.346374,-83.131422,DDOT GTFS
POINT (-83.14036699999997 42.402734000000066),FKLIWB,1527,2772,FENKELL & LIVERNOIS,Fenkell Ave & Livernois Ave,42.402734,-83.140367,DDOT GTFS
POINT (-83.14023299999997 42.40233100000006),LVFESB,1528,2773,LIVERNOIS & FENKELL,Livernois Ave & Fenkell Ave,42.402331,-83.140233,DDOT GTFS
POINT (-83.13981699999994 42.40246500000006),FKLIEB,1529,2774,FENKELL & LIVERNOIS,Fenkell Ave & Livernois Ave,42.402465,-83.139817,DDOT GTFS
POINT (-83.13992699999994 42.40286800000007),LVFENB,1530,2775,LIVERNOIS & FENKELL,Livernois Ave & Fenkell Ave,42.402868,-83.139927,DDOT GTFS
POINT (-83.14029199999999 42.404236000000026),LVJOSB,1531,2776,LIVERNOIS & JOHN C LODGE FWY,Livernois Ave & John C Lodge Expy,42.404236,-83.140292,DDOT GTFS
POINT (-83.14036399999998 42.40639200000004),LVMISB,1532,2777,LIVERNOIS & MIDLAND,Livernois Ave & Midland Ave,42.406392,-83.140364,DDOT GTFS
POINT (-83.14008299999995 42.406445000000076),LVMINB,1533,2778,LIVERNOIS & MIDLAND,Livernois Ave & Midland Ave,42.406445,-83.140083,DDOT GTFS
POINT (-83.14068899999995 42.41209800000007),LVFLSB,1534,2780,LIVERNOIS & FLORENCE,Livernois Ave & Florence Ave,42.412098,-83.140689,DDOT GTFS
POINT (-83.14032199999997 42.412528000000066),LVFLNB,1535,2781,LIVERNOIS & FLORENCE,Livernois Ave & Florence Ave,42.412528,-83.140322,DDOT GTFS
POINT (-83.14068799999995 42.414460000000076),LVGRSB,1536,2782,LIVERNOIS & GROVE,Livernois Ave & Grove St,42.41446,-83.140688,DDOT GTFS
POINT (-83.14034499999997 42.41473700000006),LVGRNB,1537,2783,LIVERNOIS & GROVE,Livernois Ave & Grove St,42.414737,-83.140345,DDOT GTFS
POINT (-83.14073299999995 42.419012000000066),LVSANB,1538,2784,LIVERNOIS & SANTA MARIA,Livernois Ave & Santa Clara Ave,42.419012,-83.140733,DDOT GTFS
POINT (-83.14106299999997 42.41861000000006),LVSASB,1539,2785,LIVERNOIS & SANTA MARIA,Livernois Ave & Santa Maria Ave,42.41861,-83.141063,DDOT GTFS
POINT (-83.14082899999994 42.42107000000004),LVSANB,1540,2786,LIVERNOIS & SANTA CLARA,Livernois Ave & Santa Clara Ave,42.42107,-83.140829,DDOT GTFS
POINT (-83.14115999999996 42.42039900000003),LVSASB,1541,2787,LIVERNOIS & SANTA CLARA,Livernois Ave & Santa Clara Ave,42.420399,-83.14116,DDOT GTFS
POINT (-83.14125599999994 42.422304000000054),LVTHSB,1542,2788,LIVERNOIS & THATCHER,Livernois Ave & Thatcher Ave,42.422304,-83.141256,DDOT GTFS
POINT (-83.14092499999998 42.42268900000005),LVTHNB,1543,2789,LIVERNOIS & THATCHER,Livernois Ave & Thatcher Ave,42.422689,-83.140925,DDOT GTFS
POINT (-83.14130199999994 42.42585500000007),LVPISB,1544,2790,LIVERNOIS & PICKFORD,Livernois Ave & Pickford Ave,42.425855,-83.141302,DDOT GTFS
POINT (-83.14103199999994 42.42644500000006),LVPINB,1545,2791,LIVERNOIS & PICKFORD,Livernois Ave & Pickford Ave,42.426445,-83.141032,DDOT GTFS
POINT (-83.14112899999998 42.42809100000005),LVMANB,1546,2792,LIVERNOIS & MARGARETA,Livernois Ave & Margareta Ave,42.428091,-83.141129,DDOT GTFS
POINT (-83.14145899999994 42.427760000000035),LVMASB,1547,2793,LIVERNOIS & MARGARETA,Livernois Ave & Margareta Ave,42.42776,-83.141459,DDOT GTFS
POINT (-83.14147099999997 42.429156000000035),LVCLSB,1548,2794,LIVERNOIS & CLARITA,Livernois Ave & Clarita Ave,42.429156,-83.141471,DDOT GTFS
POINT (-83.14112799999998 42.42954000000003),LVCLNB,1549,2795,LIVERNOIS & CLARITA,Livernois Ave & Clarita Ave,42.42954,-83.141128,DDOT GTFS
POINT (-83.14174899999995 42.433190000000025),LVCASB,1550,2796,LIVERNOIS & CAMBRIDGE,Livernois Ave & Cambridge Ave,42.43319,-83.141749,DDOT GTFS
POINT (-83.14152699999994 42.43531000000007),LVCHNB,1551,2798,LIVERNOIS & CHESTERFIELD,Livernois Ave & Cambridge Ave,42.43531,-83.141527,DDOT GTFS
POINT (-83.14186899999999 42.43508600000007),LVOUSB,1552,2799,LIVERNOIS & OUTER DRIVE,Livernois Ave & W Outer Dr,42.435086,-83.141869,DDOT GTFS
POINT (-83.14189299999998 42.43671400000005),LVSTSB,1553,2800,LIVERNOIS & ST MARTINS,Livernois Ave & Saint Martins Ave,42.436714,-83.141893,DDOT GTFS
POINT (-83.14153799999997 42.43709000000007),LVSTNB,1554,2801,LIVERNOIS & ST MARTINS,Livernois Ave & Saint Martins Ave,42.43709,-83.141538,DDOT GTFS
POINT (-83.14187899999996 42.43860100000006),LVPESB,1555,2802,LIVERNOIS & PEMBROKE,Livernois Ave & Pembroke Ave,42.438601,-83.141879,DDOT GTFS
POINT (-83.14157199999994 42.43933500000003),LVPENB,1556,2803,LIVERNOIS & PEMBROKE,Livernois Ave & Pembroke Ave,42.439335,-83.141572,DDOT GTFS
POINT (-83.14204799999999 42.441025000000025),LVCHSB,1557,2804,LIVERNOIS & CHIPPEWA,Livernois Ave & Chippewa Ave,42.441025,-83.142048,DDOT GTFS
POINT (-83.14172999999994 42.44146400000005),LVCHNB,1558,2805,LIVERNOIS & CHIPPEWA,Livernois Ave & Chippewa Ave,42.441464,-83.14173,DDOT GTFS
POINT (-83.14210699999995 42.44344000000007),LVNOSB,1559,2806,LIVERNOIS & NORFORK,Livernois Ave & Norfolk Rd,42.44344,-83.142107,DDOT GTFS
POINT (-83.14183799999995 42.44394100000005),LVNONB,1560,2807,LIVERNOIS & NORFOLK,Livernois Ave & Norfolk Rd,42.443941,-83.141838,DDOT GTFS
POINT (-83.09891699999997 42.302854000000025),DRSONB,1561,2816,DRAGOON & SOUTH,S Dragoon St & South St,42.302854,-83.098917,DDOT GTFS
POINT (-83.13976699999995 42.34486700000008),WRWEWB,1562,2817,WARREN & WETHERBY,W Warren Ave & Wetherby St,42.344867,-83.139767,DDOT GTFS
POINT (-83.15194599999995 42.34472900000003),WRWAWB,1563,2818,WARREN & WATER PLANT,W Warren Ave & Mcdonald St,42.344729,-83.151946,DDOT GTFS
POINT (-83.13611499999996 42.344749000000036),WRDAEB,1564,2819,WARREN & DANIELS,W Warren Ave & Daniels Ave,42.344749,-83.136115,DDOT GTFS
POINT (-83.13579699999997 42.344981000000075),WRWAWB,1565,2820,WARREN & WALTON,W Warren Ave & Walton St,42.344981,-83.135797,DDOT GTFS
POINT (-83.13356199999998 42.344569000000035),WRCIEB,1566,2821,WARREN & CICOTTE,W Warren Ave & Cicotte St,42.344569,-83.133562,DDOT GTFS
POINT (-83.14759899999996 42.35933200000005),JYALWB,1567,2822,JOY RD & ALPINE,Joy Rd & Alpine St,42.359332,-83.147599,DDOT GTFS
POINT (-83.14627999999999 42.359117000000026),JYCEEB,1568,2823,JOY RD & CENTRAL,Joy Rd & Central St,42.359117,-83.14628,DDOT GTFS
POINT (-83.14515499999999 42.35943800000007),JYBRWB,1569,2824,JOY RD & BRYDEN,Joy Rd & Bryden St,42.359438,-83.145155,DDOT GTFS
POINT (-83.14298099999996 42.359500000000025),JYPRWB,1570,2825,JOY RD & PRAIRIE,Joy Rd & Prairie St,42.3595,-83.142981,DDOT GTFS
POINT (-83.14302999999995 42.35923200000008),JYPREB,1571,2826,JOY RD & PRAIRIE,Joy Rd & Prairie St,42.359232,-83.14303,DDOT GTFS
POINT (-83.14169799999996 42.359267000000045),JYBUEB,1572,2827,JOY RD & BURNETTE,Joy Rd & Burnette St,42.359267,-83.141698,DDOT GTFS
POINT (-83.14080599999994 42.35953500000005),JYMOWB,1573,2828,JOY RD & MONICA,Joy Rd & Monica St,42.359535,-83.140806,DDOT GTFS
POINT (-83.14504099999994 42.381252000000075),EWFUNB,1574,2829,EWALD CIRCLE & FULLERTON,Ewald Cir & Fullerton St,42.381252,-83.145041,DDOT GTFS
POINT (-83.14535899999998 42.380859000000044),EWFUSB,1575,2830,EWALD CIRCLE & FULLERTON,Ewald Cir & Fullerton St,42.380859,-83.145359,DDOT GTFS
POINT (-83.13877899999994 42.38664300000005),DVBREB,1576,2832,DAVISON & BROAD STREET,W Davison & Broadstreet Ave,42.386643,-83.138779,DDOT GTFS
POINT (-83.13531899999998 42.388018000000045),DVPEEB,1577,2833,DAVISON & PETOSKEY,W Davison & Petoskey Ave,42.388018,-83.135319,DDOT GTFS
POINT (-83.13585599999999 42.388108000000045),DVPEWB,1578,2834,DAVISON & PETOSKEY,W Davison & Petoskey Ave,42.388108,-83.135856,DDOT GTFS
POINT (-83.13544399999995 42.39859000000007),DXBOSB,1579,2835,DEXTER & BOURKE,Dexter Ave & Bourke St,42.39859,-83.135444,DDOT GTFS
POINT (-83.13513799999998 42.39892100000003),DXBONB,1580,2836,DEXTER & BOURKE,Dexter Ave & Bourke St,42.398921,-83.135138,DDOT GTFS
POINT (-83.14876799999996 42.41686900000008),MCTUEB,1581,2837,MC NICHOLS & TURNER,W Mcnichols Rd & Turner St,42.416869,-83.148768,DDOT GTFS
POINT (-83.15048799999994 42.42423100000008),CUWOWB,1582,2838,CURTIS & WOODINGHAM,Curtis St & Woodingham Dr,42.424231,-83.150488,DDOT GTFS
POINT (-83.14881199999996 42.42406900000003),CUSAEB,1583,2839,CURTIS & SANTA BARBARA,Curtis St & Santa Barbara Dr,42.424069,-83.148812,DDOT GTFS
POINT (-83.14796099999995 42.41716400000007),MCPEWB,1584,2840,MC NICHOLS & PENNINGTON,W Mcnichols Rd & Pennington Dr,42.417164,-83.147961,DDOT GTFS
POINT (-83.14604099999997 42.41696600000006),MCSAEB,1585,2841,MC NICHOLS & SAN JUAN,W Mcnichols Rd & San Juan Dr,42.416966,-83.146041,DDOT GTFS
POINT (-83.14481799999999 42.417234000000064),MCMOWB,1586,2842,MC NICHOLS & MONICA,W Mcnichols Rd & Monica St,42.417234,-83.144818,DDOT GTFS
POINT (-83.14269099999996 42.41696500000006),MCSAEB,1587,2843,MC NICHOLS & SANTA ROSA,W Mcnichols Rd & Santa Rosa Dr,42.416965,-83.142691,DDOT GTFS
POINT (-83.14163899999994 42.41696500000006),MCSTEB,1588,2844,MC NICHOLS & STOEPEL,W Mcnichols Rd & Stoepel St,42.416965,-83.141639,DDOT GTFS
POINT (-83.13538999999997 42.404315000000054),DXLONB,1589,2845,DEXTER & LODGE FREEWAY,Dexter Ave & John C Lodge Expy,42.404315,-83.13539,DDOT GTFS
POINT (-83.13568299999997 42.40420700000004),DXLOSB,1590,2846,DEXTER & LODGE FREEWAY,Dexter Ave & John C Lodge Expy,42.404207,-83.135683,DDOT GTFS
POINT (-83.14799299999999 42.42433700000004),CUPEWB,1591,2847,CURTIS & PENNINGTON,Curtis St & Pennington Dr,42.424337,-83.147993,DDOT GTFS
POINT (-83.14631799999995 42.424068000000034),CUSAEB,1592,2848,CURTIS & SAN JUAN,Curtis St & San Juan Dr,42.424068,-83.146318,DDOT GTFS
POINT (-83.14566899999994 42.42433600000004),CUPRWB,1593,2849,CURTIS & PRAIRIE,Curtis St & Prairie St,42.424336,-83.145669,DDOT GTFS
POINT (-83.14466699999997 42.424068000000034),CUMOEB,1594,2850,CURTIS & MONICA,Curtis Ave & Monica St,42.424068,-83.144667,DDOT GTFS
POINT (-83.14347999999995 42.424416000000065),CUSAWB,1595,2851,CURTIS & SANTA ROSA,Curtis Ave & Santa Rosa Dr,42.424416,-83.14348,DDOT GTFS
POINT (-83.14135199999998 42.42412900000005),LVCUSB,1596,2852,LIVERNOIS & CURTIS,Livernois Ave & Curtis Ave,42.424129,-83.141352,DDOT GTFS
POINT (-83.14175599999999 42.42443300000008),CULIWB,1597,2853,CURTIS & LIVERNOIS,Curtis Ave & Livernois Ave,42.424433,-83.141756,DDOT GTFS
POINT (-83.14102199999996 42.424540000000036),LVCUBN,1598,2854,LIVERNOIS & CURTIS,Livernois Ave & Curtis Ave,42.42454,-83.141022,DDOT GTFS
POINT (-83.14138899999995 42.42421800000005),CULIEB,1599,2855,CURTIS & LIVERNOIS,Curtis Ave & Livernois Ave,42.424218,-83.141389,DDOT GTFS
POINT (-83.21802599999995 42.40472100000005),SOMINB,1600,2857,SOUTHFIELD & MIDLAND,Southfield Fwy & Midland Ave,42.404721,-83.218026,DDOT GTFS
POINT (-83.21944399999995 42.40442600000006),SOMISB,1601,2858,SOUTHFIELD & MIDLAND,Southfield Fwy & Midland St,42.404426,-83.219444,DDOT GTFS
POINT (-83.21811199999996 42.40654600000005),SOPINB,1602,2859,SOUTHFIELD & PILGRIM,Southfield Fwy & Pilgrim Ave,42.406546,-83.218112,DDOT GTFS
POINT (-83.21955399999996 42.406224000000066),SOPISB,1603,2860,SOUTHFIELD & PILGRIM,Southfield Fwy & Pilgrim St,42.406224,-83.219554,DDOT GTFS
POINT (-83.21812399999999 42.408397000000036),SOPUNB,1604,2861,SOUTHFIELD & PURITAN,Southfield Fwy & Puritan St,42.408397,-83.218124,DDOT GTFS
POINT (-83.21781899999996 42.40807500000005),PRSOEB,1605,2862,PURITAN & SOUTHFIELD,Puritan Ave & Southfield Fwy,42.408075,-83.217819,DDOT GTFS
POINT (-83.21965299999994 42.40807500000005),SOPUSB,1606,2863,SOUTHFIELD & PURITAN,Southfield Fwy & Puritan Ave,42.408075,-83.219653,DDOT GTFS
POINT (-83.21695099999994 42.40840600000007),PRARWB,1607,2864,PURITAN & ARCHDALE,Puritan St & Archdale St,42.408406,-83.216951,DDOT GTFS
POINT (-83.21644899999995 42.40819200000004),PRAREB,1608,2865,PURITAN & ARCHDALE,Puritan St & Archdale St,42.408192,-83.216449,DDOT GTFS
POINT (-83.21444399999996 42.40843400000006),PROAWB,1609,2866,PURITAN & OAKFIELD,Puritan St & Oakfield St,42.408434,-83.214444,DDOT GTFS
POINT (-83.21478699999994 42.408165000000054),PROAEB,1610,2867,PURITAN & OAKFIELD,Puritan St & Oakfield St,42.408165,-83.214787,DDOT GTFS
POINT (-83.21273199999996 42.408201000000076),PRLIEB,1611,2868,PURITAN & LINDSAY,Puritan St & Lindsay St,42.408201,-83.212732,DDOT GTFS
POINT (-83.21224299999994 42.40850500000005),PRGIWB,1612,2869,PURITAN & GILCHRIST,Puritan St & Gilchrist St,42.408505,-83.212243,DDOT GTFS
POINT (-83.21062899999998 42.40826400000003),PRBIEB,1613,2870,PURITAN & BILTMORE,Puritan Ave & Biltmore St,42.408264,-83.210629,DDOT GTFS
POINT (-83.21011599999997 42.408533000000034),PRFEWB,1614,2871,PURITAN & FERGUSON,Puritan Ave & Ferguson St,42.408533,-83.210116,DDOT GTFS
POINT (-83.20867299999998 42.408300000000054),PRASEB,1615,2872,PURITAN & ASBURY PARK,Puritan St & Asbury Park,42.4083,-83.208673,DDOT GTFS
POINT (-83.20817199999999 42.40859500000005),PRMUWB,1616,2873,PURITAN & MURRAY HILL,Puritan St & Murray Hill St,42.408595,-83.208172,DDOT GTFS
POINT (-83.20644799999997 42.408363000000065),PRSTEB,1617,2874,PURITAN & ST MARYS,Puritan St & Saint Marys St,42.408363,-83.206448,DDOT GTFS
POINT (-83.20578799999998 42.40863100000007),PRMAWB,1618,2875,PURITAN & MANSFIELD,Puritan St & Mansfield St,42.408631,-83.205788,DDOT GTFS
POINT (-83.20434499999999 42.408363000000065),PRRUEB,1619,2876,PURITAN & RUTHERFORD,Puritan St & Rutherford St,42.408363,-83.204345,DDOT GTFS
POINT (-83.20323199999996 42.40863100000007),PRPRWB,1620,2877,PURITAN & PREVOST,Puritan St & Prevost St,42.408631,-83.203232,DDOT GTFS
POINT (-83.20170399999995 42.408363000000065),PRFOEB,1621,2878,PURITAN & FORRER,Puritan Ave & Forrer St,42.408363,-83.201704,DDOT GTFS
POINT (-83.20094599999999 42.40863100000007),PRWIWB,1622,2879,PURITAN & WINTHROP,Puritan Ave & Winthrop St,42.408631,-83.200946,DDOT GTFS
POINT (-83.19918499999994 42.40863200000007),PRGRWB,1623,2880,PURITAN & GREENFIELD,Puritan St & Greenfield Rd,42.408632,-83.199185,DDOT GTFS
POINT (-83.19917299999997 42.40819300000004),GFPUSB,1624,2881,GREENFIELD & PURITAN,Greenfield Rd & Puritan St,42.408193,-83.199173,DDOT GTFS
POINT (-83.19887999999997 42.40881900000005),GFPUNB,1625,2882,GREENFIELD & PURITAN,Greenfield Rd & Puritan St,42.408819,-83.19888,DDOT GTFS
POINT (-83.19875699999994 42.408363000000065),PRGREB,1626,2883,PURITAN & GREENFIELD,Puritan St & Greenfield Rd,42.408363,-83.198757,DDOT GTFS
POINT (-83.19700899999998 42.40871200000004),PRWHWB,1627,2885,PURITAN & WHITCOMB,Puritan St & Whitcomb St,42.408712,-83.197009,DDOT GTFS
POINT (-83.19518699999998 42.40849700000007),PRSUEB,1628,2886,PURITAN & SUSSEX,Puritan St & Sussex Ave,42.408497,-83.195187,DDOT GTFS
POINT (-83.19440499999996 42.40881900000005),PRCOWB,1629,2887,PURITAN & COYLE,Puritan St & Coyle St,42.408819,-83.194405,DDOT GTFS
POINT (-83.19280299999997 42.40856900000006),PRROEB,1630,2888,PURITAN & ROBSON,Puritan Ave & Robson Ave,42.408569,-83.192803,DDOT GTFS
POINT (-83.19212999999996 42.40883700000006),PRLAWB,1631,2889,PURITAN & LAUDER,Puritan Ave & Lauder St,42.408837,-83.19213,DDOT GTFS
POINT (-83.18892699999998 42.40856900000006),PRHUEB,1632,2896,PURITAN & HUBBELL,Puritan St & Hubbell St,42.408569,-83.188927,DDOT GTFS
POINT (-83.18717899999996 42.40883700000006),PRMAWB,1633,2899,PURITAN & MARK TWAIN,Puritan Ave & Mark Twain St,42.408837,-83.187179,DDOT GTFS
POINT (-83.18498999999997 42.40903300000008),PRARWB,1634,2901,PURITAN & ARDMORE,Puritan St & Ardmore St,42.409033,-83.18499,DDOT GTFS
POINT (-83.18352299999998 42.40886300000005),PRCREB,1635,2902,PURITAN & CRUSE,Puritan St & Cruse St,42.408863,-83.183523,DDOT GTFS
POINT (-83.18295999999998 42.40907800000008),PRSTWB,1636,2903,PURITAN & STANSBURY,Puritan St & Stansbury St,42.409078,-83.18296,DDOT GTFS
POINT (-83.18132199999997 42.40886300000005),PRLEEB,1637,2904,PURITAN & LESURE,Puritan St & Lesure St,42.408863,-83.181322,DDOT GTFS
POINT (-83.17743399999995 42.40923800000007),PRSNWB,1638,2905,PURITAN & SNOWDEN,Puritan St & Snowden St,42.409238,-83.177434,DDOT GTFS
POINT (-83.17599099999995 42.40897000000007),PRLIEB,1639,2906,PURITAN & LITTLEFIELD,Puritan St & Littlefield St,42.40897,-83.175991,DDOT GTFS
POINT (-83.17544099999998 42.40923800000007),PRCHWB,1640,2907,PURITAN & CHEYENNE,Puritan St & Cheyenne St,42.409238,-83.175441,DDOT GTFS
POINT (-83.17391199999997 42.40896900000007),PRWAEB,1641,2908,PURITAN & WARD,Puritan St & Ward St,42.408969,-83.173912,DDOT GTFS
POINT (-83.17309299999994 42.409237000000076),PRSOWB,1642,2909,PURITAN & SORRENTO,Puritan St & Sorrento St,42.409237,-83.173093,DDOT GTFS
POINT (-83.17155299999996 42.40896900000007),PRSTEB,1643,2910,PURITAN & STEEL,Puritan St & Steel Ave,42.408969,-83.171553,DDOT GTFS
POINT (-83.16992599999998 42.409380000000056),PRMEWB,1644,2911,PURITAN & MEYERS,Puritan St & Meyers Rd,42.40938,-83.169926,DDOT GTFS
POINT (-83.16940099999994 42.40912000000003),PRMEEB,1645,2912,PURITAN & MEYERS,Puritan Ave & Meyers Rd,42.40912,-83.169401,DDOT GTFS
POINT (-83.16788399999996 42.40937900000006),PRMOWB,1646,2913,PURITAN & MONTE VISTA,Puritan St & Monte Vista Ave,42.409379,-83.167884,DDOT GTFS
POINT (-83.16735899999998 42.40916500000003),PRMOEB,1647,2914,PURITAN & MONTE VISTA,Puritan St & Monte Vista St,42.409165,-83.167359,DDOT GTFS
POINT (-83.16565899999995 42.40935200000007),PRJAWB,1648,2918,PURITAN & JAMES COUZENS,Puritan St & James Couzens Fwy,42.409352,-83.165659,DDOT GTFS
POINT (-83.16439999999994 42.40927100000005),PRJAEB,1649,2919,PURITAN & JAMES COUZENS,Puritan Ave & James Couzens Fwy,42.409271,-83.1644,DDOT GTFS
POINT (-83.16345799999993 42.40953900000005),PRGRWB,1650,2928,PURITAN & GRIGGS,Puritan St & Wyoming St,42.409539,-83.163458,DDOT GTFS
POINT (-83.16180799999995 42.40930600000007),PRILEB,1651,2929,PURITAN & ILENE,Puritan St & Ilene St,42.409306,-83.161808,DDOT GTFS
POINT (-83.15983899999998 42.40961900000008),WYPUNB,1652,2930,WYOMING & PURITAN,Wyoming St & Puritan St,42.409619,-83.159839,DDOT GTFS
POINT (-83.16015699999997 42.40929700000004),WYPUSB,1653,2933,WYOMING & PURITAN,Wyoming St & Puritan Ave,42.409297,-83.160157,DDOT GTFS
POINT (-83.15799299999998 42.409636000000035),PRINWB,1654,2934,PURITAN & INDIANA,Puritan St & Indiana St,42.409636,-83.157993,DDOT GTFS
POINT (-83.15654999999998 42.40952000000004),PRWIEB,1655,2935,PURITAN & WISCONSIN,Puritan St & Wisconsin Ave,42.40952,-83.15655,DDOT GTFS
